suburb,sale_date,price
Ponsonby,2026-01-19,1700018.52
Manukau,2024-03-27,945503.02
Mount Eden,2021-05-14,785328.61
Mount Eden,2023-08-05,1053931.33
Ponsonby,2021-04-11,1253361.18
Epsom,2024-01-22,1014655.42
Epsom,2024-06-02,1103708.31
Albany,2023-07-09,683133.08
Manukau,2024-09-22,1233876.4
Albany,2024-03-17,791201.66
Remuera,2026-01-31,1670796.65
Epsom,2021-12-19,957419.99
Mount Eden,2024-11-01,989798.64
Mount Eden,2024-12-06,1200692.04
Grey Lynn,2023-06-25,1109217.14
Manukau,2024-10-21,1061882.07
Mount Eden,2022-12-24,877204.35
Ponsonby,2024-09-24,1495372.59
Mount Eden,2021-06-29,987659.01
Albany,2021-06-05,799776.97
Epsom,2022-10-03,1177402.38
Grey Lynn,2022-09-15,947485.53
Ponsonby,2023-04-20,1331430.48
Grey Lynn,2022-01-29,775677.08
Manukau,2021-04-04,881872.16
Albany,2021-03-31,664587.46
Manukau,2025-02-14,1060496.57
Manukau,2022-03-07,862710.88
Epsom,2022-10-20,795109.84
Ponsonby,2025-09-12,1290194.81
Grey Lynn,2024-10-15,880653.92
Grey Lynn,2024-09-08,1280982.17
Mount Eden,2022-11-29,916251.84
Albany,2021-11-19,660448.24
Remuera,2023-02-05,1465790.33
Epsom,2021-03-18,931438.27
Albany,2023-11-26,937269.74
Mount Eden,2025-01-13,1005928.11
Mount Eden,2022-01-22,756894.59
Manukau,2022-03-21,930272.31
Epsom,2022-06-14,809447.13
Manukau,2021-09-13,837181.04
Manukau,2022-05-27,927727.95
Ponsonby,2022-04-04,1397003.17
Grey Lynn,2024-12-21,1093867.28
Mount Eden,2024-05-25,1110928.08
Manukau,2021-10-06,839356.6
Ponsonby,2021-06-27,1253607.4
Grey Lynn,2021-05-19,883621.96
Grey Lynn,2022-07-16,908929.29
Remuera,2024-06-10,1862263.23
Epsom,2022-12-24,941955.49
Ponsonby,2023-01-15,1263221.62
Manukau,2022-09-23,917196.61
Ponsonby,2023-07-19,1315710.29
Manukau,2022-01-11,909786.3
Manukau,2023-03-22,924347.24
Ponsonby,2025-01-14,1143714.76
Ponsonby,2024-08-26,1354398.16
Ponsonby,2022-09-24,1270457.14
Epsom,2025-06-23,1105514.44
Mount Eden,2025-01-30,1074484.34
Manukau,2024-07-20,853057.96
Grey Lynn,2023-03-25,904482.32
Remuera,2023-01-13,1595225.87
Epsom,2026-02-05,933200.48
Epsom,2023-02-07,995580.36
Remuera,2026-01-14,1938180.34
Ponsonby,2025-10-31,1522345.59
Mount Eden,2025-04-08,891841.88
Manukau,2023-05-06,1162721.84
Manukau,2021-08-12,862295.73
Epsom,2021-04-08,788595.52
Epsom,2021-04-16,796854.08
Mount Eden,2025-07-23,1032808.04
Ponsonby,2023-06-07,1488206.43
Grey Lynn,2021-11-14,915923.73
Manukau,2024-12-22,961677.8
Manukau,2025-12-17,1045721.8
Remuera,2021-09-02,4500000.0
Albany,2022-03-07,637152.01
Albany,2025-05-11,815972.61
Epsom,2025-11-22,1052833.28
Remuera,2025-12-18,1691898.73
Epsom,2023-07-02,846256.69
Manukau,2024-03-25,961968.87
Albany,2025-01-11,821207.94
Epsom,2025-05-17,979510.71
Remuera,2023-04-04,1724867.01
Mount Eden,2024-05-16,955256.64
Albany,2021-10-09,741221.6
Grey Lynn,2022-03-17,959409.83
Epsom,2024-12-17,1247053.08
Manukau,2025-07-28,1125271.94
Manukau,2022-05-15,804598.78
Mount Eden,2021-06-21,904956.27
Albany,2023-07-30,741182.05
Mount Eden,2024-03-16,971844.89
Grey Lynn,2025-11-24,1227576.51
Epsom,2023-05-31,853164.03
Grey Lynn,2021-06-15,1037435.52
Albany,2023-08-15,654600.12
Ponsonby,2024-04-03,1451071.0
Albany,2023-10-26,659470.86
Mount Eden,2022-05-30,871694.33
Mount Eden,2022-10-29,1044403.66
Albany,2025-03-04,1007559.68
Mount Eden,2022-10-15,1042598.85
Epsom,2021-05-17,1000272.44
Manukau,2024-03-18,1114933.45
Remuera,2023-10-09,1866209.74
Albany,2022-02-09,871850.81
Albany,2025-05-07,771999.41
Mount Eden,2025-02-13,946627.94
Ponsonby,2021-11-26,1311323.33
Remuera,2025-05-05,1588791.89
Remuera,2024-10-01,1835791.34
Mount Eden,2025-08-22,1144442.41
Mount Eden,2024-09-09,1082856.09
Mount Eden,2022-11-10,930273.95
Manukau,2021-07-03,710106.42
Grey Lynn,2023-03-04,931357.12
Epsom,2026-01-15,918781.11
Remuera,2021-12-30,1498376.61
Remuera,2024-05-01,1680913.53
Epsom,2022-12-09,887016.52
Albany,2021-11-26,731181.13
Epsom,2021-07-19,872298.26
Mount Eden,2023-05-25,995890.97
Epsom,2023-05-10,897986.04
Ponsonby,2022-12-01,1240137.8
Ponsonby,2023-12-05,1382729.01
Mount Eden,2025-11-25,1260606.82
Epsom,2022-07-11,989919.8
Manukau,2025-01-08,954611.74
Grey Lynn,2021-10-23,2750000.0
Ponsonby,2025-12-02,1564751.44
Grey Lynn,2024-11-08,1095644.26
Epsom,2025-04-10,1014620.89
Mount Eden,2022-11-20,772633.1
Remuera,2025-09-03,1780696.02
Remuera,2023-08-07,1663389.72
Manukau,2024-03-26,1015876.83
Manukau,2022-07-10,1017829.73
Remuera,2021-05-20,1530155.6
Mount Eden,2022-08-28,1008768.41
Manukau,2025-01-14,953876.08
Manukau,2022-01-20,917858.82
Albany,2022-08-02,788218.85
Remuera,2021-04-28,1562880.49
Epsom,2024-07-12,1046783.62
Mount Eden,2024-02-24,849196.14
Remuera,2021-08-20,1497990.26
Grey Lynn,2025-06-08,1115778.97
Albany,2024-07-21,767102.97
Albany,2023-08-29,838293.99
Ponsonby,2024-01-16,1594184.08
Ponsonby,2021-12-24,1266543.57
Ponsonby,2025-12-10,1503123.41
Ponsonby,2022-02-13,1473400.5
Ponsonby,2021-05-16,1267521.34
Remuera,2024-08-30,1836247.25
Remuera,2022-06-12,1468451.44
Grey Lynn,2024-09-08,1102574.59
Manukau,2023-04-24,974673.89
Ponsonby,2021-10-07,1354398.95
Albany,2023-06-26,554299.33
Ponsonby,2022-05-30,1412758.76
Grey Lynn,2025-05-08,1107016.31
Ponsonby,2023-12-13,1298637.89
Epsom,2025-03-10,1158558.48
Epsom,2025-10-11,994921.26
Ponsonby,2022-10-25,1284912.28
Albany,2025-09-04,768685.32
Grey Lynn,2023-11-03,929740.64
Manukau,2024-02-23,995985.65
Manukau,2022-08-03,901784.81
Grey Lynn,2024-05-22,1055987.06
Albany,2022-02-01,699709.07
Mount Eden,2021-07-28,795271.03
Grey Lynn,2023-01-23,800854.55
Mount Eden,2024-06-14,955884.31
Mount Eden,2025-11-07,1132960.79
Remuera,2021-08-24,1638844.36
Epsom,2023-06-16,1107971.68
Remuera,2025-05-01,1638501.75
Manukau,2023-05-16,911785.92
Epsom,2024-08-13,1062615.33
Grey Lynn,2022-11-30,893386.26
Remuera,2024-05-28,1598926.12
Epsom,2023-11-05,1175131.83
Remuera,2021-06-08,1713544.82
Remuera,2024-07-12,1451378.87
Remuera,2023-03-13,1711685.25
Manukau,2023-12-24,997933.98
Albany,2023-01-23,805885.55
Remuera,2024-07-22,1826629.18
Albany,2021-03-08,587528.89
Grey Lynn,2023-08-14,938926.02
Mount Eden,2022-06-25,870244.27
Mount Eden,2021-11-13,923746.62
Manukau,2025-01-02,1107838.28
Grey Lynn,2024-10-29,1070572.77
Manukau,2022-02-05,921788.49
Epsom,2022-06-06,991531.14
Ponsonby,2024-11-11,1335135.68
Grey Lynn,2021-11-25,885483.48
Albany,2026-01-29,911533.39
Epsom,2024-02-06,907670.28
Remuera,2024-10-07,1835011.57
Epsom,2025-01-19,1025511.18
Manukau,2022-05-22,886706.21
Grey Lynn,2021-08-05,922536.15
Albany,2022-11-01,2250000.0
Grey Lynn,2022-10-11,937845.83
Remuera,2022-09-23,1781474.63
Manukau,2022-09-21,778833.75
Albany,2022-12-18,808587.67
Epsom,2021-10-19,872212.01
Epsom,2026-01-01,1212441.35
Manukau,2024-02-13,1051575.05
Remuera,2022-05-23,1749143.01
Mount Eden,2024-10-19,884487.71
Manukau,2024-11-14,947741.64
Epsom,2023-05-19,852063.19
Remuera,2025-07-27,1888205.1
Epsom,2022-09-01,908361.64
Grey Lynn,2021-09-16,831048.68
Manukau,2023-10-16,1034579.76
Remuera,2023-07-21,1537850.91
Albany,2024-10-28,897936.38
Epsom,2025-08-28,999106.3
Epsom,2025-10-09,1132373.92
Manukau,2023-08-02,1088249.84
Manukau,2021-06-07,846513.44
Ponsonby,2025-11-30,1593313.27
Albany,2023-04-16,687224.38
Epsom,2025-06-05,1080880.61
Mount Eden,2022-03-10,939273.85
Grey Lynn,2021-09-28,865725.66
Grey Lynn,2025-05-15,1112580.93
Remuera,2022-01-12,1558366.23
Mount Eden,2024-07-18,981781.0
Mount Eden,2022-09-06,939369.25
Albany,2023-02-26,790387.99
Mount Eden,2023-03-30,1009654.84
Epsom,2023-02-07,1142257.85
Grey Lynn,2024-07-30,922608.71
Ponsonby,2022-12-14,1201897.56
Ponsonby,2025-02-27,1215936.5
Ponsonby,2025-06-02,1621979.18
Epsom,2025-05-28,1252598.13
Grey Lynn,2023-07-29,875670.37
Albany,2023-04-04,768273.75
Albany,2023-04-04,834219.85
Epsom,2022-04-28,770341.37
Albany,2023-11-24,725260.65
Mount Eden,2024-04-24,1002875.78
Manukau,2022-12-17,963095.45
Epsom,2025-10-04,988814.44
Grey Lynn,2024-11-30,1207278.79
Mount Eden,2021-02-20,742537.67
Grey Lynn,2025-09-23,1164316.72
Albany,2025-01-14,933352.87
Grey Lynn,2024-06-22,962110.23
Albany,2023-07-18,677072.77
Remuera,2023-07-07,1583669.89
Mount Eden,2023-11-16,910235.61
Mount Eden,2023-06-30,1037075.51
Grey Lynn,2021-05-24,916328.21
Mount Eden,2021-06-17,931197.3
Albany,2026-01-13,828780.96
Grey Lynn,2022-08-04,897907.88
Albany,2024-06-15,947246.99
Manukau,2023-07-25,1081307.73
Manukau,2022-06-05,688019.29
Manukau,2022-12-05,942429.66
Epsom,2024-04-25,972458.75
Grey Lynn,2025-10-10,1186228.54
Ponsonby,2021-04-02,1144108.76
Remuera,2024-06-06,1850862.51
Mount Eden,2024-07-20,1057518.9
Epsom,2023-09-07,964919.17
Grey Lynn,2023-09-12,1126102.77
Remuera,2023-11-04,1576317.43
Ponsonby,2021-04-25,1482963.01
Manukau,2022-06-10,695025.4
Albany,2024-03-23,730543.48
Mount Eden,2022-04-28,974767.8
Manukau,2021-09-03,1019107.0
Mount Eden,2025-10-25,1287428.43
Ponsonby,2025-01-31,1367082.79
Manukau,2023-02-12,797782.07
Albany,2021-10-27,776917.69
Mount Eden,2023-09-08,788935.85
Albany,2021-09-09,492340.87
Albany,2024-02-01,660118.51
Albany,2024-11-26,958097.71
Epsom,2021-11-19,849418.35
Remuera,2021-05-23,1854716.98
Grey Lynn,2023-05-17,1010076.47
Epsom,2022-04-21,887599.69
Grey Lynn,2021-11-07,906378.43
Ponsonby,2022-06-30,1125470.94
Grey Lynn,2023-12-27,954161.61
Epsom,2025-11-24,1074251.08
Epsom,2022-10-28,1027035.32
Epsom,2021-07-06,900775.7
Albany,2023-04-21,866281.09
Grey Lynn,2022-11-13,805233.06
Epsom,2024-02-13,1084057.03
Mount Eden,2023-06-14,799643.18
Mount Eden,2025-10-28,979925.86
Albany,2023-10-12,2250000.0
Remuera,2025-02-15,1758135.27
Albany,2023-02-13,740994.5
Grey Lynn,2025-08-16,1028808.43
Albany,2021-03-20,557055.21
Albany,2021-02-21,707888.99
Grey Lynn,2021-05-02,972014.67
Grey Lynn,2023-07-31,946462.74
Albany,2023-12-13,743205.25
Epsom,2023-08-31,871042.54
Mount Eden,2023-04-16,1116310.26
Remuera,2024-02-04,1739712.07
Manukau,2021-04-30,878010.24
Manukau,2022-04-20,856369.99
Grey Lynn,2024-09-02,1217983.07
Ponsonby,2021-05-29,1353981.83
Albany,2022-07-02,630730.91
Albany,2023-05-28,819171.84
Epsom,2021-07-29,821999.4
Grey Lynn,2021-08-06,905575.95
Ponsonby,2025-06-15,1631518.37
Grey Lynn,2023-12-01,944679.82
Grey Lynn,2023-05-03,828409.78
Remuera,2023-03-20,1536585.21
Albany,2022-01-29,641089.15
Ponsonby,2021-05-25,1168631.22
Grey Lynn,2023-02-12,905835.6
Mount Eden,2023-01-22,1027997.78
Albany,2022-11-13,846597.81
Remuera,2022-08-04,1505820.31
Ponsonby,2024-11-10,1578939.45
Remuera,2024-07-26,1606013.02
Ponsonby,2021-06-28,1306752.58
Grey Lynn,2021-10-09,800917.68
Grey Lynn,2023-06-06,714622.63
Epsom,2024-07-17,963884.75
Mount Eden,2022-04-27,944938.22
Mount Eden,2022-02-12,938615.49
Manukau,2025-02-21,972603.47
Ponsonby,2025-05-14,1683058.17
Mount Eden,2022-03-05,939672.33
Grey Lynn,2024-01-16,789559.78
Remuera,2025-09-29,1659973.7
Mount Eden,2024-11-24,1079701.5
Manukau,2024-03-08,1041604.45
Remuera,2025-01-20,1719439.21
Grey Lynn,2024-02-04,949502.46
Ponsonby,2025-11-11,1264951.42
Manukau,2023-03-23,994528.81
Albany,2022-11-17,700395.01
Ponsonby,2025-04-14,1449688.9
Remuera,2025-03-29,1839149.78
Remuera,2024-10-04,1781462.74
Mount Eden,2025-05-27,1152142.87
Grey Lynn,2025-07-14,984699.71
Ponsonby,2023-06-18,1247983.18
Mount Eden,2022-01-16,941831.85
Grey Lynn,2022-03-12,892231.38
Mount Eden,2021-10-30,799371.28
Albany,2023-03-29,822516.19
Manukau,2022-05-24,894728.11
Epsom,2026-01-16,1227657.67
Epsom,2024-12-21,1281607.46
Albany,2021-08-07,661102.32
Epsom,2024-12-20,1004431.07
Manukau,2022-05-31,921659.95
Ponsonby,2023-08-18,1496425.92
Epsom,2025-08-27,1086878.41
Manukau,2021-12-08,737530.1
Mount Eden,2021-07-04,718409.81
Grey Lynn,2024-09-17,1084671.03
Remuera,2023-05-14,1603555.08
Remuera,2022-11-05,1613015.16
Remuera,2021-04-02,1524985.53
Ponsonby,2025-12-08,1686250.06
Manukau,2025-01-20,978630.65
Ponsonby,2022-10-08,1391928.0
Remuera,2022-10-18,1687555.05
Ponsonby,2025-03-30,1530440.13
Albany,2025-05-10,1063479.64
Manukau,2024-08-10,1064836.89
Epsom,2021-04-26,824600.87
Remuera,2025-11-11,1803268.95
Remuera,2021-04-20,1601345.48
Epsom,2024-09-04,861144.81
Manukau,2022-04-06,756876.44
Remuera,2023-01-09,1502246.72
Albany,2024-02-28,730313.23
Ponsonby,2021-06-02,1332855.05
Manukau,2023-09-04,869564.82
Remuera,2023-09-03,1729244.87
Manukau,2021-07-07,660744.92
Manukau,2023-05-27,1022377.37
Grey Lynn,2024-11-06,965379.85
Albany,2023-10-17,765735.91
Ponsonby,2024-11-08,1237395.19
Epsom,2022-11-15,929794.5
Remuera,2021-10-14,1589979.39
Manukau,2024-03-19,934874.04
Epsom,2025-02-24,1156184.71
Mount Eden,2021-12-21,1036690.47
Grey Lynn,2022-06-13,875385.83
Ponsonby,2021-06-18,1359318.76
Grey Lynn,2021-10-14,1043202.2
Ponsonby,2023-05-24,1426746.61
Mount Eden,2025-01-26,968499.66
Remuera,2022-11-12,1602214.03
Grey Lynn,2022-08-05,989114.04
Epsom,2025-05-04,1042374.59
Albany,2022-03-03,607779.66
Remuera,2023-09-27,1712959.47
Albany,2024-02-18,910095.43
Epsom,2023-07-20,1119510.09
Manukau,2024-12-12,836822.74
Epsom,2021-05-06,1030663.6
Mount Eden,2022-12-18,1005742.5
Mount Eden,2023-10-24,936127.38
Epsom,2022-08-21,620876.25
Epsom,2022-05-29,1118932.68
Mount Eden,2024-11-16,1036535.07
Ponsonby,2023-06-09,1358169.57
Manukau,2025-05-10,1085813.4
Manukau,2025-04-18,1067787.82
Grey Lynn,2022-03-19,756806.92
Mount Eden,2024-09-15,1077196.71
Epsom,2021-12-23,1017010.01
Remuera,2024-04-22,1900426.07
Manukau,2025-05-24,1045656.82
Manukau,2022-04-17,937090.98
Grey Lynn,2022-01-22,900828.41
Epsom,2021-08-13,810231.92
Remuera,2021-06-28,1618746.43
Ponsonby,2025-06-01,1418409.42
Mount Eden,2024-10-29,1001022.68
Remuera,2022-01-31,1498597.54
Manukau,2022-09-28,924127.57
Albany,2025-05-21,750964.13
Remuera,2023-09-10,1565902.39
Remuera,2023-06-15,1637435.96
Mount Eden,2023-11-26,1091539.25
Mount Eden,2021-07-31,793828.16
Albany,2025-08-22,901405.31
Ponsonby,2023-05-18,1340258.92
Manukau,2021-06-29,761469.98
Remuera,2023-08-02,1698029.0
Manukau,2021-04-24,1004702.72
Albany,2021-06-07,776641.32
Remuera,2025-11-11,1771077.8
Remuera,2022-09-12,1559308.39
Albany,2025-08-13,814727.27
Grey Lynn,2022-11-14,991038.32
Grey Lynn,2021-07-12,932729.99
Grey Lynn,2024-09-17,1025497.4
Epsom,2025-10-05,1195701.87
Ponsonby,2026-02-13,1470389.62
Remuera,2021-05-13,1608911.2
Epsom,2024-12-09,970592.83
Albany,2024-12-12,759565.21
Ponsonby,2023-06-10,1240971.37
Albany,2021-07-15,717200.75
Grey Lynn,2021-11-09,719570.8
Mount Eden,2024-08-01,1168005.03
Albany,2021-10-23,729432.37
Remuera,2023-10-09,1656797.19
Manukau,2025-08-15,1066406.18
Manukau,2023-08-04,802492.94
Ponsonby,2024-12-24,1435143.47
Grey Lynn,2025-02-02,1082441.95
Remuera,2023-01-02,1650905.02
Albany,2023-03-12,887842.44
Manukau,2022-07-21,907189.33
Epsom,2024-11-14,1163619.64
Ponsonby,2021-04-06,1230853.74
Grey Lynn,2022-03-02,783556.18
Remuera,2022-10-27,1595586.58
Ponsonby,2023-08-16,1242974.13
Remuera,2021-10-31,1335829.53
Manukau,2022-09-21,995574.0
Remuera,2022-08-26,1626550.4
Remuera,2022-01-25,1388382.82
Mount Eden,2025-11-23,1158030.33
Manukau,2022-05-02,1180278.3
Epsom,2026-02-16,1075356.61
Remuera,2023-07-07,1711697.3
Albany,2021-07-01,779939.06
Epsom,2025-05-20,1127126.76
Grey Lynn,2025-07-20,1180427.23
Remuera,2026-01-23,1872317.11
Grey Lynn,2021-05-10,941469.62
Grey Lynn,2021-10-18,1046300.25
Mount Eden,2024-03-20,1184096.14
Grey Lynn,2025-06-30,1085468.26
Ponsonby,2022-08-17,1299961.78
Remuera,2023-07-13,1680523.08
Epsom,2024-08-05,1189812.89
Albany,2023-07-14,752266.3
Manukau,2024-01-27,967720.91
Mount Eden,2024-05-08,936693.21
Mount Eden,2024-08-23,850577.83
Manukau,2025-04-01,1168910.67
Manukau,2023-09-18,1091745.34
Ponsonby,2023-02-07,1195256.73
Mount Eden,2021-09-04,862428.08
Grey Lynn,2024-07-07,1065916.35
Manukau,2023-06-25,859497.13
Manukau,2023-11-21,933770.58
Ponsonby,2022-02-17,1260904.37
Remuera,2022-01-16,1615401.79
Ponsonby,2026-01-06,1268459.86
Grey Lynn,2024-06-11,1026309.53
Ponsonby,2024-11-16,1449834.87
Remuera,2021-05-04,1720222.05
Epsom,2022-12-05,879533.33
Ponsonby,2021-10-04,1338725.75
Manukau,2023-01-25,859037.14
Ponsonby,2022-12-16,1242875.25
Manukau,2025-01-21,1062830.76
Epsom,2021-12-15,816966.96
Epsom,2021-04-06,603830.41
Albany,2024-01-17,790601.89
Remuera,2024-08-04,1870282.18
Albany,2025-11-22,881603.02
Ponsonby,2021-05-14,1240790.04
Grey Lynn,2021-07-20,906140.45
Remuera,2024-07-14,1712615.12
Albany,2023-02-20,810722.1
Remuera,2021-04-05,1508837.76
Albany,2021-08-13,987600.24
Epsom,2022-11-20,665118.27
Albany,2024-03-21,550220.82
Ponsonby,2025-02-24,1554812.62
Grey Lynn,2025-11-08,1113115.78
Grey Lynn,2026-01-19,1220178.43
Remuera,2024-09-19,1748767.96
Epsom,2021-08-13,756543.41
Ponsonby,2024-05-11,1567742.3
Mount Eden,2024-01-29,1129731.35
Grey Lynn,2024-05-11,1008200.05
Grey Lynn,2025-12-19,797227.39
Remuera,2024-10-07,1892391.31
Ponsonby,2024-11-25,1461384.03
Grey Lynn,2025-09-21,935260.11
Ponsonby,2021-08-15,1152511.97
Grey Lynn,2021-09-11,762999.65
Ponsonby,2023-04-06,1264884.51
Mount Eden,2024-07-17,1104965.92
Albany,2023-08-31,765063.49
Epsom,2021-10-19,932345.84
Epsom,2022-03-29,936978.21
Epsom,2021-07-26,934189.84
Manukau,2024-01-06,1086088.41
Mount Eden,2022-04-15,771052.84
Mount Eden,2022-03-06,896410.86
Ponsonby,2022-07-05,1241351.92
Remuera,2021-10-28,1473508.58
Manukau,2021-04-30,864557.66
Manukau,2021-04-11,704964.83
Grey Lynn,2023-09-24,784822.35
Albany,2024-07-05,752092.07
Epsom,2023-06-15,919511.63
Mount Eden,2024-12-19,1268816.97
Mount Eden,2024-05-03,1029256.32
Ponsonby,2021-02-20,1273683.88
Ponsonby,2024-11-07,1401981.8
Grey Lynn,2022-09-08,1052401.71
Mount Eden,2024-04-14,1111002.49
Grey Lynn,2023-02-08,990854.8
Mount Eden,2024-03-31,990051.42
Manukau,2022-10-08,895142.61
Manukau,2022-10-27,2750000.0
Epsom,2022-07-05,915128.64
Manukau,2023-04-23,972306.52
Manukau,2024-12-24,1133286.15
Ponsonby,2025-11-19,1342624.74
Remuera,2024-05-20,1757745.19
Mount Eden,2024-06-27,958987.31
Ponsonby,2025-09-30,1548507.99
Epsom,2025-10-26,1142272.24
Albany,2024-03-28,869667.36
Remuera,2025-02-24,1712786.4
Remuera,2025-01-09,1737166.71
Epsom,2025-10-17,917129.57
Remuera,2023-06-19,1938194.02
Grey Lynn,2025-10-27,1234845.45
Albany,2022-07-21,906903.58
Albany,2022-09-03,876466.06
Grey Lynn,2024-09-23,1052616.8
Manukau,2025-01-22,1023077.56
Epsom,2025-08-25,1043866.64
Epsom,2023-11-14,1035081.77
Albany,2022-06-07,444528.13
Grey Lynn,2023-08-11,1021898.88
Epsom,2025-06-19,960112.85
Grey Lynn,2022-06-12,814429.86
Ponsonby,2024-03-08,1579610.24
Remuera,2026-02-10,1832167.2
Remuera,2022-12-06,1640146.74
Mount Eden,2021-03-11,659234.68
Ponsonby,2025-06-18,1410656.87
Grey Lynn,2022-07-07,866137.21
Epsom,2023-01-05,1104699.99
Manukau,2024-11-09,1083928.09
Ponsonby,2023-05-20,1299615.55
Remuera,2023-09-21,1547396.45
Mount Eden,2023-02-22,1139613.18
Albany,2024-07-28,823328.77
Grey Lynn,2024-10-10,1130555.89
Albany,2025-07-30,872018.59
Manukau,2021-05-14,887511.73
Manukau,2023-12-31,1122064.47
Remuera,2024-06-15,1835006.26
Mount Eden,2022-11-17,890574.11
Albany,2025-10-14,972854.63
Grey Lynn,2025-11-24,918887.67
Manukau,2024-05-25,1023778.06
Albany,2023-08-03,785866.57
Grey Lynn,2021-05-11,762082.99
Remuera,2024-02-08,1643843.26
Epsom,2024-12-10,912176.13
Manukau,2026-01-30,1066339.15
Albany,2021-02-19,578370.61
Mount Eden,2025-04-17,1031971.07
Mount Eden,2022-12-28,1004902.18
Albany,2023-03-14,865923.37
Manukau,2023-05-29,915811.26
Mount Eden,2025-11-13,1225972.67
Mount Eden,2021-08-23,823194.42
Remuera,2023-12-31,1795295.11
Mount Eden,2025-07-31,1126577.85
Mount Eden,2025-03-10,947800.72
Manukau,2026-02-06,1076550.33
Remuera,2021-11-02,1629105.26
Epsom,2025-08-02,1033256.68
Mount Eden,2025-12-27,1119367.42
Epsom,2022-10-23,926139.52
Albany,2023-05-20,711055.81
Mount Eden,2021-06-16,877499.56
Manukau,2021-03-24,809124.61
Epsom,2021-11-05,940497.2
Ponsonby,2025-04-22,1325623.31
Albany,2021-04-05,855808.56
Mount Eden,2022-05-22,957328.47
Epsom,2023-02-28,957158.4
Grey Lynn,2024-03-25,949290.65
Manukau,2022-04-24,865267.22
Remuera,2021-11-03,1597782.01
Remuera,2024-04-23,1729689.65
Albany,2025-08-31,893084.63
Mount Eden,2025-03-31,1055054.33
Albany,2026-01-16,993337.11
Ponsonby,2021-05-20,1285659.8
Epsom,2025-12-13,1070053.32
Epsom,2022-04-29,853917.87
Grey Lynn,2021-03-07,835145.03
Manukau,2025-09-13,1096368.07
Ponsonby,2024-07-02,3750000.0
Grey Lynn,2024-07-25,991241.96
Grey Lynn,2026-02-15,1200907.2
Manukau,2024-03-19,976484.71
Remuera,2023-03-24,1658321.74
Mount Eden,2023-01-23,920591.83
Epsom,2024-01-27,957762.37
Grey Lynn,2026-01-29,943316.54
Remuera,2021-06-29,1667376.66
Manukau,2026-01-30,1046127.3
Albany,2022-04-04,708961.68
Remuera,2023-08-19,1734989.61
Ponsonby,2024-11-28,1457067.38
Grey Lynn,2025-08-05,1071298.89
Mount Eden,2021-12-04,760788.59
Albany,2024-05-28,811832.9
Mount Eden,2025-12-12,943996.3
Albany,2023-12-31,926132.63
Albany,2024-03-16,535774.5
Remuera,2022-10-07,1488993.58
Albany,2022-03-01,748109.67
Manukau,2023-05-02,938392.59
Grey Lynn,2024-02-28,823346.61
Epsom,2023-03-15,884926.39
Ponsonby,2022-07-14,1373707.26
Manukau,2024-11-14,979389.09
Manukau,2025-05-31,913247.26
Mount Eden,2023-05-08,955757.83
Albany,2021-04-22,586924.8
Remuera,2021-09-24,1530621.96
Epsom,2021-08-14,714348.01
Albany,2021-04-09,529112.72
Ponsonby,2022-03-29,1182890.23
Grey Lynn,2023-10-26,960632.14
Mount Eden,2022-09-28,912355.23
Remuera,2025-07-08,1877987.77
Ponsonby,2024-05-14,1388676.45
Grey Lynn,2025-02-07,971139.47
Grey Lynn,2022-02-11,1182567.31
Mount Eden,2022-03-18,868627.7
Remuera,2021-02-20,1529216.07
Manukau,2021-05-20,870810.07
Grey Lynn,2023-05-18,1010634.35
Epsom,2023-03-01,888436.92
Grey Lynn,2022-12-11,821590.14
Albany,2021-08-01,641618.25
Epsom,2021-04-05,934951.01
Ponsonby,2025-08-11,1342249.65
Manukau,2025-07-17,1179378.45
Mount Eden,2021-06-05,700460.23
Albany,2024-06-08,823735.72
Ponsonby,2023-12-18,1480440.48
Mount Eden,2024-12-23,1013519.16
Mount Eden,2024-07-05,851850.8
Ponsonby,2022-12-01,1267843.72
Epsom,2023-05-19,1011428.88
Epsom,2024-09-08,1120363.36
Grey Lynn,2021-07-20,806893.1
Albany,2024-02-02,906996.97
Remuera,2023-08-03,1875125.4
Grey Lynn,2022-09-08,999935.03
Epsom,2021-03-26,801499.78
Grey Lynn,2022-11-06,983355.78
Epsom,2025-01-28,1054551.08
Ponsonby,2023-02-14,1457448.55
Albany,2024-03-01,754648.17
Remuera,2023-07-11,1568510.62
Remuera,2023-09-23,1732092.7
Manukau,2022-12-18,889069.34
Mount Eden,2025-02-26,926501.01
Grey Lynn,2024-07-09,970276.72
Albany,2021-09-22,761548.69
Albany,2021-11-14,701538.38
Grey Lynn,2025-04-23,1046416.28
Remuera,2022-01-29,1536034.14
Grey Lynn,2025-04-21,986778.02
Manukau,2024-01-06,984025.9
Grey Lynn,2022-09-16,959496.12
Albany,2024-04-23,790716.98
Grey Lynn,2023-06-30,1014169.95
Manukau,2022-04-21,1104630.89
Albany,2023-10-21,805445.98
Grey Lynn,2025-10-08,1172840.03
Manukau,2025-02-09,1079938.34
Ponsonby,2024-02-04,1511286.5
Manukau,2025-03-28,1078387.8
Mount Eden,2023-08-13,949083.35
Ponsonby,2024-12-03,1447417.93
Remuera,2023-07-28,1620018.44
Albany,2023-05-16,748636.39
Mount Eden,2021-07-15,1054574.58
Manukau,2022-10-13,981055.69
Epsom,2022-04-07,1007229.8
Remuera,2022-04-24,1468793.57
